Company Name,Website,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Primary SIC Code,Executive Ethnicity,Executive Gender,Random_number
Trinity Lutheran Church-Els,Redeemer-Trinity-Lutheran.Org,Glenn A,Smith,306 W Clark St,Calmar,IA,52132,866107,Western Europe,Male,0.005743538
Mosaic Church,Mosaicumc.Org,Carolyn,Moore,478 Columbia Industrial Blvd,Evans,GA,30809,866107,Western Europe,Female,0.005745164
Eastlake Church Of God,Eastlakecogic.Org,W J,Matheney,4820 Floramar Ter,New Port Richey,FL,34652,866107,Western Europe,Male,0.005746343
Highland Heights Presbyterian,Hhpc.Org,Tim,Foster,2855 Morning Sun Rd,Cordova,TN,38016,866107,Western Europe,Male,0.00574858
Fairview Baptist Church,Fairviewsbc.Com,Cindy,Parker,108 Jenkins Rd,Rossville,GA,30741,866107,Western Europe,Female,0.005752881
New Life Christian Ctr,Newlifechristiancenterchurch.Weebly.Com,,,552 Halifax St,Emporia,VA,23847,866107,Uncoded,,0.005756202
Sand Hill Baptist Church,Sandhillbc.Net,Mike,Martin,69 Sandhill Church Rd,Ellisville,MS,39437,866107,Western Europe,Male,0.005764069
Centenary Christian Church,Disciples.Org,Brooks,Barrick,1035 N Oxford St,Indianapolis,IN,46201,866107,Western Europe,Male,0.005771037
St Matthew's Lutheran Church,Stmatthewsbridgeport.Org,Rachel A M,Laughlin,6065 King Rd,Bridgeport,MI,48722,866107,Western Europe,Female,0.005818345
Bethel Deliverance Intl Church,Betheldeliverance.Org,Eric,Lambert Jr,2929 W Cheltenham Ave,Wyncote,PA,19095,866107,Western Europe,Male,0.005824628
First Baptist Church,Firstbaptiststerling.Org,John,Roberts,915 S 8th Ave,Sterling,CO,80751,866107,Western Europe,Male,0.005825565
Scottsdale Christian Church,Scottsdalecc.Com,Brian,Leonard,7000 E Mcdowell Rd # 120,Scottsdale,AZ,85257,866107,Western Europe,Male,0.005832204
Power Of God Ministries,Pogministries.Net,Michael,Stone,1086 W Yale Ave,Flint,MI,48505,866107,Western Europe,Male,0.005857227
Clayton United Methodist Chr,Claytonmethodist.Com,Jeremy M,Lawson,91 S Main St,Clayton,GA,30525,866107,Western Europe,Male,0.005863067
New Revelation Baptist Church,1newrevelation.Com,Edward C,Turner,3140 W 21st Ave,Gary,IN,46404,866107,Western Europe,Male,0.005881068
Old Cutler Presbyterian Church,Ocpc.Org,Mike,Campbell,14401 Old Cutler Rd,Village Of Palmetto Bay,FL,33158,866107,Western Europe,Male,0.005883249
Fellowship Bible Church,Fbcnola.Org,Bil,Gebhardt,4600 Clearview Pkwy,Metairie,LA,70006,866107,Western Europe,Male,0.005884329
Trinity Missionary Baptist Chr,Ps1.Trinitymbc.Org,Drew,Marshall,113 Wesson St # 123,Pontiac,MI,48341,866107,Western Europe,Male,0.005886742
Church Victory Baptist,Vbbible.Com,Steven,Carter,2037 S Calhoun Hwy,Grantsville,WV,26147,866107,Western Europe,Male,0.005887522
Westminster Presbyterian Chr,Gulfportchurch.Org,George,Bendall,5005 Lawson Ave,Gulfport,MS,39507,866107,Western Europe,Male,0.005890163
Chesterfield County Cmnty Chr,C4churchonline.Com,Scott,Wallace,110 Green St,Chesterfield,SC,29709,866107,Western Europe,Male,0.00589364
New Covenant Evangelistic Ctr,Thenewcovenantchristiancenter.Org,Kenneth,Baker,3801 Smith St,Union City,CA,94587,866107,Western Europe,Male,0.005898985
Iglesia Cristiana Emmanuel,Iglesiaemanuel-Ad.Com,Mirna E,Bourn,306 Main Gate Ave,Sheffield,AL,35660,866107,Western Europe,Female,0.0059046
Faith Apostolic Church,Faithapostolictn.Org,Chris,Cody,110 E Main Blvd,Church Hill,TN,37642,866107,Western Europe,Male,0.005911751
Peace Lutheran Church,Taalc.Org,David,Brandt,8525 N State Route 66,Defiance,OH,43512,866107,Western Europe,Male,0.005912525
New St John Baptist Church,Newstjohnbaptistchurch.Org,Eric W,Baker,2000 St Johns Church Rd,Charlotte,NC,28215,866107,Western Europe,Male,0.005918881
Sinai Christian Academy,Sinaichristianacademy.Org,Kathleen,Salardino,2301 Grier Ave,Linden,NJ,7036,821103,Mediterranean,Female,0.005925227
Gateway Church,Gatewaychurch.Cc,Jerry W,Dunbar Ii,1701 Central Ave,Ashland,KY,41101,866107,Western Europe,Male,0.005928277
Bethlehem Lutheran Church,Bethlehemlutheranravenna.Com,Micah,Gaunt,324 Kufus Ave,Ravenna,NE,68869,866107,Western Europe,Male,0.005929341
Huber Heights Baptist Temple,Hhbt.Net,Chuck,Zimmerman,7730 Taylorsville Rd,Dayton,OH,45424,866107,Not Available,Male,0.005938594
Lake Norman Baptist Church,Lakenormanbaptist.Com,,,7921 Sam Furr Rd,Huntersville,NC,28078,866107,Uncoded,,0.005957634
Pine Grove Baptist Church,Inallthingspray.Org,,,124 Gather Johnson Rd,Magee,MS,39111,866107,Uncoded,,0.00595771
Calvary Chapel Downey Athltcs,Calvarychapelathletics.Com,Jeff,Johnson,12808 Woodruff Ave,Downey,CA,90242,866107,Western Europe,Male,0.005974027
Houston Northwest Baptist Chr,Hnw.Org,Steve,Bezner,19911 State Highway 249,Houston,TX,77070,866107,Not Available,Male,0.005986923
Highway Worship Ctr,Fruitlandchurch.Com,Thomas L,Young,100 S Whitley Dr,Fruitland,ID,83619,866107,Western Europe,Male,0.005991358
Praise Assembly,Foundhope.Org,John H,Czubkowski,145 Main St,Garfield,NJ,7026,866107,Eastern European,Male,0.00599226
Silver Lake Community Church,Silverlakecc.Org,Jack,Hood,34030 Radio Rd,Leesburg,FL,34788,866107,Western Europe,Male,0.006000231
Luther Martin Evanglcl Lthrn,Martinlutherneenah.Org,,,436 S Lake St,Neenah,WI,54956,866107,Uncoded,,0.00600328
First Presbyterian Church,Fpcweaverville.Org,Skip,Gillikin,30 Alabama Ave,Weaverville,NC,28787,866107,Western Europe,Male,0.006013265
Westside Christian Church,Westside-Cc.Com,Rick,Mc Michael,2712 W Harvard Ave,Roseburg,OR,97471,866107,Western Europe,Male,0.006033292
Crossroads Tabernacle Inc,Crossroadstabernacle.Com,Joseph H,Cortese,1320 Castle Hill Ave,Bronx,NY,10462,866107,Mediterranean,Male,0.006057657
Westminster Presbyterian,Wpc-Pca.Com,William H,Tyson,2 Woodham Ave,Fort Walton Beach,FL,32547,866107,Western Europe,Male,0.006058216
Breakfree Christian Worship,Bfcwc.Org,,,1714 N Leg Ct,Augusta,GA,30909,866107,Uncoded,,0.006063522
Des Moines Spanish Seventhday,Desmoinesspanishia.Adventistchurch.Org,Carlos,Tamay,7975 SE 5th St,Des Moines,IA,50315,866107,Western Europe,Male,0.006066186
New & Living Way Apostolic Chr,Apostolicministriesinc.Org,Alvin J,Mc Coy,927 Lee Ave,Farrell,PA,16121,866107,Western Europe,Male,0.006066371
Korean Emmanuel Mission Church,Imcmtd.Org,Moses,Park,2200 N University Dr,Pembroke Pines,FL,33024,866107,Far Eastern,Male,0.006075042
Copper Hill Church-Brethren,Crystalkitchengranite.Com,,,8838 Floyd Hwy N,Copper Hill,VA,24079,866107,Uncoded,,0.006084731
East Texas Baptist Area,Webmail.Eastex.Net,Gerald,Edwards,300 N Railroad Ave,Mount Enterprise,TX,75681,866107,Western Europe,Male,0.00608731
St John's Lutheran Church WELS,Sjk.Com,Richard A,Tuttle,113 2nd St NE,Renville,MN,56284,866107,Western Europe,Male,0.006092441
Church Of Christ,Cfchurchofchrist.Org,Dennis,Platt,2727 W 4th St,Cedar Falls,IA,50613,866107,Western Europe,Male,0.006103525
Glasgow Bible Church,Glasgowbible.Org,Mike,Padgett,1514 N Race St,Glasgow,KY,42141,866107,Western Europe,Male,0.006105782
Family Of Christ Lutheran Chr,Mynewfamily.Org,Mark,Bowditch,1100 Henze St NW,Comstock Park,MI,49321,866107,Western Europe,Male,0.006115283
Central Church Of Christ,Churchofchristcitruscounty.Com,Jere,Hooker,1 Civic Cir,Beverly Hills,FL,34465,866107,Western Europe,Male,0.006115529
East Immanuel Lutheran Church,Eastimmanuel.Org,Chris,Monson,1173 Payne Ave,Saint Paul,MN,55130,866107,Scandinavian,Male,0.006129764
Chisholm Trail Presbyterian,Ctpcyukon.Com,Jan,Burns-Hintze,801 W Vandament Ave,Yukon,OK,73099,866107,Western Europe,Female,0.006130556
Crossroads Community Church,Crossroadssheldon.Org,,,105 N 18th Ave,Sheldon,IA,51201,866107,Uncoded,,0.006137765
Central Christian Church,Centralfs.Org,Paul,Bridges,400 N Waldron Rd,Fort Smith,AR,72903,866107,Western Europe,Male,0.006168911
New Life Assembly Of God,Nlaspokane.Org,Tom,Whitaker,305 Detour Rd,Walla Walla,WA,99362,866107,Western Europe,Male,0.006174527
West Clayton Church Of God,Wccg.Org,Jeff,House,143 Short Johnson Rd,Clayton,NC,27520,866107,Western Europe,Male,0.006193002
Our Redeemer Lutheran Church,Orlutheran.Com,Rick L,Bader,2255 Eastland Pkwy,Lexington,KY,40505,866107,Western Europe,Male,0.006199209
St John's Lutheran Church,Stjohnscovington.Org,Stephen L,Nierman,200 E Bridge St,Covington,OH,45318,866107,Western Europe,Male,0.006213305
Streets Ministries,Streetsministries.Org,Ken,Bennett,430 Vance Ave,Memphis,TN,38126,866107,Western Europe,Male,0.006217839
Epworth United Methodist Chr,Myepworthumc.Org,Eugene T,Yotka,7651 Johnson St,Pembroke Pines,FL,33024,866107,Uncoded,Male,0.006220785
Korean Presbyterian Church,Cincijangro.Com,,,210 Parkway Ave,Cincinnati,OH,45216,866107,Uncoded,,0.006231436
Congregational Church,Kulmcongregational.Org,Raymond,Delaurier,11 1st Ave SW,Kulm,ND,58456,866107,Western Europe,Male,0.00623434
Christian Science Churches,Christiansciencebayshore.Com,Rosemarie,Bettinson,296 W Main St,Bay Shore,NY,11706,869906,Western Europe,Female,0.006242314
Washington Avenue Bible Church,Wabchurch.Com,Jay,Quirk,149 Washington Ave,Ephrata,PA,17522,866107,Western Europe,Male,0.006251599
Browers Wesleyan Church,Wesleyan.Org,Edward,Lindsey,1734 Mack Rd,Asheboro,NC,27205,866107,Western Europe,Male,0.00625664
St Peter's Evangelical Church,Stpeterfairhaven.Org,Timothy,Bingman,Church St,Freeburg,PA,17827,866107,Western Europe,Male,0.006257086
Bethel Hill Assembly Of God,Ag.Org,Donny,Morrison,9914 Teagarden Rd,Dallas,TX,75217,866107,Western Europe,Male,0.006259646
Waterman Presbyterian Church,Watermanpres.Com,Roger,Boekenhauer,250 N Cedar St,Waterman,IL,60556,866107,Uncoded,Male,0.006272481
Goodwill Baptist Church,Goodwillbapt.Org,Booker T,Sears,642 Crotona Park S,Bronx,NY,10456,866107,Western Europe,Male,0.006288085
Faith Assembly Of God,Faithag.Net,T M,Wiginton,1579 County Road 51,Myrtle,MS,38650,866107,Western Europe,Female,0.006314427
Lewisville Church Of Christ,Biblecoffeeshop.Com,Jeff,Jenkins,901 College Pkwy,Lewisville,TX,75077,866107,Western Europe,Male,0.006323587
New Life Lutheran Church,Newlifebolingbrook.Com,Mark A,Paustian,5050 E State St,Rockford,IL,61108,866107,Western Europe,Male,0.006326385
Cadyville Wesleyan Church,Cadyville.Church,Jeff,Turcotte,2083 State Route 3,Cadyville,NY,12918,866107,Western Europe,Male,0.006328431
House-Refuge Pentecostal Chr,Cigna.Com,W E,Lacey,1822 Bayside St,Dallas,TX,75212,866107,Western Europe,Male,0.0063336
Congregational Church-Boothbay,Ucc.Org,Sarah M,Foulger,125 Townsend Ave,Boothbay Harbor,ME,4538,866107,Western Europe,Female,0.006350382
First Romanian Apostolic Chr,Emanuel-Church.Com,Bob,Alin,4141 Fell St,Sacramento,CA,95838,866107,Uncoded,Male,0.006359032
Horizons Community Church,Horizonscc.Com,Jeff,Gentry,14120 N 79th Ave,Peoria,AZ,85381,866107,Western Europe,Male,0.006362248
Starlight Ministries,Starlightministries.Org,,,2123 W 12th Ave,Stillwater,OK,74074,866107,Uncoded,,0.006367114
First Baptist Church,Fbcleveland.Org,Greg,Hall,201 W Crestview Rd,Cleveland,OK,74020,866107,Western Europe,Male,0.006372023
Tabernacle Baptist Church,Tabernaclefamily.Org,James E,Pool,1200 Country Club Rd,Ennis,TX,75119,866107,Western Europe,Male,0.006377765
Thomas Mennonite Church,Thomasmennonite.Org,Wayne,Lasure,112 Swank Rd,Hollsopple,PA,15935,866107,Western Europe,Male,0.006383896
Church Of God Of Prophecy,Houstonroadchurch.Com,,,6055 Houston Rd # 55,Macon,GA,31216,866107,Uncoded,,0.006384176
South Broad United Mthdst Chr,Umc.Org,Norv L,Havens,546 S Broad St SW,Rome,GA,30161,866107,Western Europe,,0.00638625
Westwood Lutheran Church,Westwoodlutheran.Org,Tania,Haber,9001 Cedar Lake Rd S,Minneapolis,MN,55426,866107,Western Europe,Female,0.006386569
Beech Grove Chr Pastor's Study,Magendefense.Com,Nathan,Petty,1301 W 4th St,Fordyce,AR,71742,866107,Western Europe,Male,0.006387586
Highway Baptist Church,Highwaybaptist.Org,Arthur,Allen,5845 Roundtop Dr,North Little Rock,AR,72117,866107,Western Europe,Male,0.006391885
Westside Baptist Church,Wbcgreeley.Org,Daniel,Unruh,600 51st Ave,Greeley,CO,80634,866107,Western Europe,Male,0.006398111
Desert Streams Church,Desertstreamssurprise.Azurewebsites.Net,Steven,Harris,15676 N 164th Ln,Surprise,AZ,85388,866107,Western Europe,Male,0.006427808
Smokey Point Church Of Christ,Church-Of-Christ.Org,Jason,Beaty,18526 35th Ave NE,Arlington,WA,98223,866107,Western Europe,Male,0.006429031
Arlington Chinese Church,Accdfw.Org,Agnes,Leung,805 Oakwood Ln,Arlington,TX,76012,866107,Far Eastern,Female,0.006433623
Lake City First Baptist Church,Lcfbc.Com,Shane,Patrick,135 S Church St,Lake City,SC,29560,866107,Western Europe,Male,0.006451188
Olive Branch Christian Fllwshp,Tobcf.Org,,,1309 S Valley Mills Dr,Waco,TX,76711,866107,Uncoded,,0.006451193
Emmaus Baptist Church,Emmausbaptistchurch.Net,Scott,Parrish,3028 N Dug Gap Rd SW,Dalton,GA,30720,866107,Western Europe,Male,0.006473134
Stamford Baptist Church,Sbchurch.Org,Waylen O,Bray,40 Lake St,Stamford,NY,12167,866107,Western Europe,Male,0.006476964
Ninevah Baptist Church,Ninevahmbc.Org,Will,Goodman Iii,10 67th St N,Birmingham,AL,35206,866107,Western Europe,Male,0.006485917
Piney Baptist Church,Pineybaptistchurch.Org,Larry,Catcher,3150 Albert Pike Rd,Hot Springs National Park,AR,71913,866107,Western Europe,Male,0.006486335
Dale Bluff United Mthdst Chr,Bluffdaleumc.Com,Christy,Barto,877 Church St,Bluff Dale,TX,76433,866107,Eastern European,Female,0.006492182
Unitarian Universalist Church,Uudanbury.Org,Barbara,Fast,24 Clapboard Ridge Rd,Danbury,CT,6811,866107,Western Europe,Female,0.006510681
Wilshire United Methodist Chr,Portlandnativeamericanchurch.Com,Gloria,Marple,3917 NE Shaver St,Portland,OR,97212,866107,Western Europe,Female,0.006513475
Christ Lutheran Church,Clcq.Org,Gayle M,Pope,333 S 36th St,Quincy,IL,62301,866107,Western Europe,Female,0.006518707
Central Baptist Church,Thecentralbaptistchurch.Org,Rodney T,Morton,2031 W Baltimore St,Baltimore,MD,21223,866107,Western Europe,Male,0.006524266
Forest Oaks Baptist Church,Fobconline.Org,Kevin,Barefield,1845 Forest Oaks Dr,Houston,TX,77017,866107,Western Europe,Male,0.006525486
Eternal Life Lutheran Church,Eternallifelutheranchurch.Org,William R,Kant,5554 Clayton Rd # 1b,Concord,CA,94521,866107,Western Europe,Male,0.006543438
Open Door Ministry,Imptestrm.Com,Evie,Foulkes,2366 Kemper Ln,Cincinnati,OH,45206,866110,Western Europe,Female,0.006544812
Central Baptist Church,Orcbc.Org,Glenn,Ellis,130 Providence Rd,Oak Ridge,TN,37830,866107,Western Europe,Male,0.00655091
Eastland Church Of Christ,Eastlandchristians.Org,Reggie,Robarts,4909 Bardstown Rd,Louisville,KY,40291,866107,Western Europe,Male,0.006570286
World Reaching Faith,Scf.Org,Jacque,Reichardt,4050 Market St,Ventura,CA,93003,866107,Western Europe,Female,0.006575951
Community Christian Church,Cccjacksonville.Org,,,405 Finley St,Jacksonville,IL,62650,866107,,,0.006611839
Bay View Ucc,Ucc.Org,Dan,Wickert,1051 E Bayview Blvd,Norfolk,VA,23503,866107,Western Europe,Male,0.006612021
Free Methodist Church-Lebanon,Lebanonfmc.Com,Ed,Skipper,580 F St,Lebanon,OR,97355,866107,Western Europe,Male,0.006613398
Log Providence Church,Logprovidence.Com,,,4500 E Log Providence Rd,Columbia,MO,65201,866107,Uncoded,,0.006614521
Oxford United Methodist Church,Umc.Org,Glenn,Riggs,601 W Washington St,Suffolk,VA,23434,866107,Western Europe,Male,0.006637196
United Methodist Church,Umc.Org,Sharee L,Johnson,205 E 5th St,Neligh,NE,68756,866107,Western Europe,Female,0.00663726
First Baptist Church,Firstbaptistcleburne.Org,Daniel E,Crosby,414 N Main St,Cleburne,TX,76033,866107,Western Europe,Male,0.006645127
Village Park Baptist Church,Villageparkbaptistchurch.Org,Randy,Hafner,55 Canyon Diablo Rd,Sedona,AZ,86351,866107,Western Europe,Male,0.006647241
Delafield Presbyterian Church,Delafieldpresbyterianchurch.Org,Shannon,Fermanian,1851 N Genesee St,Delafield,WI,53018,866107,Centl & SW Asian,Female,0.006667062
St Lukes Episcopal Church,Stlukesparish.Net,Robert,Rhoads,525 N 5th Ave,Sequim,WA,98382,866107,Western Europe,Male,0.006671969
Lonsdale United Methodist Chr,Lonsdaleumc.Org,Walter,Cross,1105 Katherine Ave,Knoxville,TN,37921,866107,Western Europe,Male,0.00667541
Armington Christian Church,Armingtonchristianchurch.Wordpress.Com,Ed,Loyd,202 S Monroe St,Armington,IL,61721,866107,Western Europe,Male,0.006677541
Berry Street Baptist Church,Berrystreetbc.Org,Richard,Perry,320 Berry St,Springdale,AR,72764,866107,Western Europe,Male,0.006679663
Holtville First Assembly-God,Ag.Org,Michael T,Foss,801 Holt Ave,Holtville,CA,92250,866107,Western Europe,Male,0.006686065
Druid Hills Baptist Church,Churchatponceandhighland.Org,Maryann M,Walker,1085 Ponce DE Leon Ave NE,Atlanta,GA,30306,866107,Western Europe,Female,0.006691803
Calvary Baptist Church,Thecalvarylife.Com,Brian M,Taule,2200 Ashley Rd,Charlotte,NC,28208,866107,Uncoded,Male,0.006696376
Bethel Baptist Church,Bethelbaptistva.Com,Hilton,Jeffreys,1601 S Colorado St,Salem,VA,24153,866107,Western Europe,Male,0.006700278
First Baptist Chr-Park Rapids,Fbcpr.Org,Josh,Hawn,909 8th St W,Park Rapids,MN,56470,821101,Western Europe,Male,0.006702762
Unity Baptist Church,Myumbc.Org,Sonny,Bridges,110 Greenlake Dr,Hopkins,SC,29061,866107,Western Europe,Male,0.006712948
First Baptist Church,Fbcjamestown.Org,Gale R,Hartley,306 E Central Ave,Jamestown,TN,38556,866107,Western Europe,Female,0.006726266
Cresthill Baptist Church,Cresthill.Org,James E,Painter,6510 Laurel Bowie Rd,Bowie,MD,20715,866107,Western Europe,Male,0.006727611
Korean United Pentecostal Chr,Kupc.Com,Il,An,103 W Braker Ln,Austin,TX,78753,866107,Far Eastern,Male,0.006745509
Peace Lutheran Church,Peacesaginaw.Org,Henry G,Pahlkotter Ii,3427 Adams Ave,Saginaw,MI,48602,866107,Uncoded,Male,0.006749327
Bear Lithia Baptist Church,Bearlithiaspringsbaptistchurch.Com,,,2505 Blose Rd,Elkton,VA,22827,866107,Uncoded,,0.006759787
Stonewall Baptist Church,Stonewalltexas.Com,Robert,Welch,216 Ranch Rd 1623,Stonewall,TX,78671,866107,Western Europe,Male,0.006766237
Elm Grove Bapt Chr,Theegbc.Org,S,Seaba,15774 Linwood Rd,Bonner Springs,KS,66012,866107,Uncoded,Male,0.006776973
Evangelical Covenant Church,Covchurch.Org,Gary,Walter,3225 W Foster Ave,Chicago,IL,60625,866107,Western Europe,Male,0.006781404
First Presbyterian Church,Fpcne.Org,Gregg,Townsend,25 W Main St,North East,PA,16428,866107,Western Europe,Male,0.006784785
Sloan Canyon Preschool,Sloancanyonchurch.Com,Iris,Hollifield,28355 Sloan Canyon Rd,Castaic,CA,91384,835101,Western Europe,Female,0.006785527
Mannsville United Mthdst Chr,Okumc.Org,Ron,King,13th Avenue & Chickasaw Street,Mannsville,OK,73447,866107,Western Europe,Male,0.006788515
United Evangelical Luth Chr,Elca.Org,,,610 Pearl St,Scribner,NE,68057,866107,Uncoded,,0.006796424
Cornerstone Church,Micornerstone.Org,Chadrick,Brown,2214 S Lincoln Rd,Mount Pleasant,MI,48858,866107,Western Europe,Male,0.006820867
Maranatha Seventh Day Adventst,Maranathaschool.Net,Rosanna,Zeismer,5100 Mccarthy Rd,Lena,WI,54139,821103,Uncoded,Female,0.006875989
Woodland Baptist Church,Worshipatwoodland.Com,Bobby,Watford,114 Bayview Dr,Phenix City,AL,36869,866107,Western Europe,Male,0.006876368
Our Saviour's Evangelical Chr,Oselc.Org,Jennifer,Chrien,905 Redwood St,Oxnard,CA,93033,866107,Uncoded,Female,0.006880682
First Baptist Church,Fbcwestpoint.Org,,,414 Main St,West Point,VA,23181,866107,Uncoded,,0.00688689
Stockbridge United Mthdst Chr,Umc.Org,Susan Jo,Trowbridge,219 E Elizabeth St,Stockbridge,MI,49285,866107,Western Europe,Female,0.006893056
Spirit Of Truth Church Of God,Spiritoftruthcogic.Org,Roy,Burton,505 E Emma Ave,Springdale,AR,72764,866107,Western Europe,Male,0.006896535
Trinity Presbyterian,Trinitypcaslidell.Com,Carlos,Del Real,710 S Military Rd,Slidell,LA,70461,866107,Hispanic,Male,0.006901025
Hagerstown Spanish Church,Hagerstownspanishmd.Adventistchurch.Org,Luis H,Orjuela,17805 Sherman Ave,Hagerstown,MD,21740,866107,Hispanic,Male,0.006909776
Beautiful Savior Church,Beautifulsavior-Lcms.Org,Theodore,Groth,6995 W 120th Ave,Broomfield,CO,80020,866107,Western Europe,Male,0.006913466
Christ United Methodist Church,Christum-Baltimore.Com,Alice M,Wolfe,700 S Main St,Baltimore,OH,43105,866107,Western Europe,Female,0.006913489
Church Of Christ-Sanger,Sangerchurchofchrist.Com,John,Payne,100 N 5th St,Sanger,TX,76266,866107,Western Europe,Male,0.006914272
Southpointe Baptist Church,Southpointetx.Wordpress.Com,David,Patrick,901 Debbie Ln,Arlington,TX,76002,866107,Western Europe,Male,0.006920192
Okatee Baptist Church,Okateebaptistchurch.Com,,,5467 N Okatie Hwy,Ridgeland,SC,29936,866107,Uncoded,,0.006921682
Brazos Valley Cowboy Church,Brazosvalleycowboychurch.Org,Will,Fountain,7300 E State Highway 21,Bryan,TX,77808,866107,Western Europe,Male,0.00693307
Kingston Wesleyan Church,Kingstonwesleyan.Info,Len,Wyatt,3248 Washington St,Kingston,MI,48741,866107,Western Europe,Male,0.006936877
Trinity Lutheran Church,Trinitylutheranchurch.Com,Roger,Baskerville,121 W 4th St,Washington,KS,66968,866107,Western Europe,Male,0.006939836
Pilgrim Baptist Church,Pilgrimbaptistchurchsilverspring.Com,Edith,Parrish,8901 Pennsylvania Ave,Silver Spring,MD,20910,866107,Western Europe,Female,0.006947512
Roseville Seventh-Day,Rosevillesdachurch.Org,Jon L,Terry,914 Cirby Way,Roseville,CA,95661,866107,Western Europe,Male,0.006959388
Glenwood Baptist Church,Glenwoodbaptists.Org,Edgir,Jean,1863 County Rd 565,Glenwood,NJ,7418,866107,Western Europe,Male,0.006961926
Land O' Lakes Umc,Lolumc.Org,Peter,Cottrell,6209 Land O Lakes Blvd,Land O Lakes,FL,34638,866107,Western Europe,Male,0.006963497
Bethel Lutheran Church,Bethelgf.Org,Jeff,Stephan,1616 S 17th St,Grand Forks,ND,58201,866107,Western Europe,Male,0.00698157
Zion Evangelical Lutheran Chr,Zionpeoria.Org,Steven P,Tibbetts,1534 S Easton Ave,Peoria,IL,61605,866107,Western Europe,Male,0.006984762
Summit Woods Baptist Church,Swbcls.Com,Bret,Capranica,2501 SE Shenandoah Dr,Lees Summit,MO,64063,866107,Uncoded,Male,0.006985889
Eastern Star Baptist Church,Esbcpatx.Org,L W,Scott,548 15th St,Port Arthur,TX,77640,866107,Western Europe,Male,0.006989804
First Baptist Church,Firstbaptisthico.Com,James Dace,Clifton,211 S Walnut St,Hico,TX,76457,866107,Western Europe,Male,0.006993486
Chesapeake Conference-Seventh,Ccosda.Org,Rick,Remmers,6600 Martin Rd,Columbia,MD,21044,866107,Western Europe,Male,0.006999365
Evangelical United Methodist,Faithbridgewi.Com,Creighton W,Kaye,212 11th St,Racine,WI,53403,866107,Not Available,Male,0.007008859
Margaret Street Church-Christ,Margaretstreetchurchofchrist.Org,Preston,Silcox,6745 Margaret St,Milton,FL,32570,866107,Western Europe,Male,0.007015542
Huntingtown United Mthdst Chr,Huntingtownumchurch.Com,Keith,Schukraft,4020 Hunting Creek Rd,Huntingtown,MD,20639,866107,Western Europe,Male,0.007016915
Mountain View Community Church,Mvccramona.Org,Eric,Clarke,1191 Meadowlark Way,Ramona,CA,92065,866107,Western Europe,Male,0.007020829
Riverside Drive Baptist Church,Riversidedrivebaptist.Org,Brian,Demers Sr,1085 Riverside Dr,Auburn,ME,4210,866107,Western Europe,Male,0.007023537
Bethlehem Lutheran Church,Bethlehemdundee.Org,Steve,Woita,401 W Main St,West Dundee,IL,60118,866107,Uncoded,Male,0.00702645
Forward In Faith Ministries,Fifaz.Org,Roy M,Thompson,3618 W Osborn Rd # 2,Phoenix,AZ,85019,866107,Western Europe,Male,0.007035718
First United Mthdst Chr-Wtrl,Waterloofirst.Org,Nate,Nims,614 Randolph St,Waterloo,IA,50702,866107,Eastern European,Male,0.007050275
Bethel Baptist,Bcapitt.Org,Chris,Jones,614 Mount Pleasant St,Pittsburg,TX,75686,866107,Western Europe,Male,0.007054714
First Christian Church,Firstchristianchurchofashgrove.Org,Tom,Geer,211 S State Highway F,Ash Grove,MO,65604,866107,Western Europe,Male,0.007055648
New Vision Baptist Church,Newvisionbaptist.Org,J B,Burt,1585 E Main St,Prattville,AL,36066,866107,Western Europe,,0.007064088
First Baptist Church,Fbcgirard.Com,Burl,Jernigan,7 E Kline St,Girard,OH,44420,866107,Western Europe,Male,0.007069251
Lifepoint Church,Lifepoint-Church.Org,Glen,Meyers,8560 Vineyard Ave # 309,Rancho Cucamonga,CA,91730,866107,Western Europe,Male,0.007077733
Eastside Baptist Church,Ebc-Church.Com,Brandon,Witt,196 SE James Ave,Lake City,FL,32025,866107,Western Europe,Male,0.007078294
Kendall Presbyterian Church,Kendallpres.Org,Kent L,Keller,8485 SW 112th St,Miami,FL,33156,866107,Western Europe,Male,0.00708335
Living Hope Community Church,Ourlivinghopechurch.Net,Larry,Gray,9601 Bay Pines Blvd,Saint Petersburg,FL,33708,866107,Western Europe,Male,0.007083925
Lisbon United Methodist Church,Lisbonunitedmc.Com,Jong-Sun,Lim,14 School St,Lisbon Falls,ME,4252,866107,Far Eastern,,0.007084498
Freedom Center Central Clemson,Freedomcentersc.Com,Jeremy P,Sears,1057 W Main St,Central,SC,29630,866107,Western Europe,Male,0.007093673
First Christian Church,Churchofwiltonmanors.Com,John W,Stauffer,2725 NE 14th Ave,Wilton Manors,FL,33334,866107,Western Europe,Male,0.007095776
Church-The Good Shepherd Athns,Chogs.Org,William,Carroll,64 University Ter,Athens,OH,45701,866107,Western Europe,Male,0.00709818
Bethany Lutheran Church,Bethany-Lcms.Org,John,Clasen,24096 1st Ave,Siren,WI,54872,866107,Western Europe,Male,0.007099072
Mt Sterling Lutheran Church,Mtsterlingutica.Org,,,5th & Division St,Mount Sterling,WI,54645,866107,Uncoded,,0.007121818
Sagemont Presbyterian Church,Servantsavior.Org,,,11303 Hughes Rd,Houston,TX,77089,866107,Uncoded,,0.00713424
